store_id,last_one_hour uptime,last_one_hour downtime,last_one_hour unit,last_one_day uptime,last_one_day downtime,last_one_day unit,last_one_week uptime,last_one_week downtime,last_one_week unit
1774428314218854399,60,0,minutes,25,0,hours,110,0,hours
